name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Mike Quigley,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Mike Quigley,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Mike Quigley,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.006999999999999999,-0.006999999999999999
Mike Quigley,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Mike Quigley,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Mike Quigley,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Mike Quigley,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Mike Quigley,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Mike Quigley,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Mike Quigley,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Mike Quigley,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Mike Quigley,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Mike Quigley,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Mike Quigley,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Mike Quigley,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.001,-0.001
Mike Quigley,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Mike Quigley,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.055999999999999994,-0.055999999999999994
Mike Quigley,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.001,-0.001
Mike Quigley,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Mike Thompson,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.64,0.36
Mike Thompson,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.0,0.0
Mike Thompson,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.0,0.0
Mike Thompson,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.109,0.8909999999999999
Mike Thompson,May 4,The American Health Care Act of 2017 (217-213),support,No,0.0,0.0
Mike Thompson,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.912,0.08800000000000001
Mike Thompson,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.0,0.0
Mike Thompson,April 28,Extension of government funding for one week (382-30),support,Yes,0.9159999999999999,0.084
Mike Thompson,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.001,-0.001
Mike Thompson,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.0,0.0
Mike Thompson,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.961,0.039
Mike Thompson,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.004,-0.004
Mike Thompson,March 8,Department of Defense Appropriations Act (371-48),support,No,0.721,-0.721
Mike Thompson,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.009000000000000001,-0.009000000000000001
Mike Thompson,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.001,-0.001
Mike Thompson,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Mike Thompson,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.01,-0.01
Mike Thompson,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Mike Thompson,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Mike Thompson,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Mike Thompson,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Mike Thompson,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Mike Thompson,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Mike Thompson,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Mike Thompson,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Mike Thompson,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Mike Thompson,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Mike Thompson,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Mike Thompson,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.001,-0.001
Mike Thompson,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Mike Thompson,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.067,0.9329999999999999
Mike Thompson,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.001,-0.001
Mike Thompson,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Brad Sherman,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.659,0.341
Brad Sherman,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Not voting,0.0,NA
Brad Sherman,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.0,0.0
Brad Sherman,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.122,-0.122
Brad Sherman,May 4,The American Health Care Act of 2017 (217-213),support,No,0.0,0.0
Brad Sherman,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.9079999999999999,0.092
Brad Sherman,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.0,0.0
Brad Sherman,April 28,Extension of government funding for one week (382-30),support,Yes,0.917,0.083
Brad Sherman,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.002,-0.002
Brad Sherman,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.0,0.0
Brad Sherman,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.963,0.037000000000000005
Brad Sherman,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.006,-0.006
Brad Sherman,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.732,0.268
Brad Sherman,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.011000000000000001,-0.011000000000000001
Brad Sherman,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.001,-0.001
Brad Sherman,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Brad Sherman,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.012,-0.012
Brad Sherman,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Brad Sherman,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Brad Sherman,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Brad Sherman,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Brad Sherman,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Brad Sherman,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.0,0.0
Brad Sherman,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Brad Sherman,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Brad Sherman,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Brad Sherman,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Brad Sherman,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.0,0.0
Brad Sherman,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.001,-0.001
Brad Sherman,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Brad Sherman,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.078,0.922
Brad Sherman,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.001,-0.001
Brad Sherman,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Gregory W. Meeks,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.27,0.73
Gregory W. Meeks,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.0,0.0
Gregory W. Meeks,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.0,0.0
Gregory W. Meeks,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.006,-0.006
Gregory W. Meeks,May 4,The American Health Care Act of 2017 (217-213),support,No,0.0,0.0
Gregory W. Meeks,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.965,0.035
Gregory W. Meeks,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.0,0.0
Gregory W. Meeks,April 28,Extension of government funding for one week (382-30),support,Yes,0.9079999999999999,0.092
Gregory W. Meeks,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.0,0.0
Gregory W. Meeks,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.0,0.0
Gregory W. Meeks,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.895,0.105
Gregory W. Meeks,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.0,0.0
Gregory W. Meeks,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.483,0.517
Gregory W. Meeks,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.0,0.0
Gregory W. Meeks,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.0,0.0
Gregory W. Meeks,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.0,0.0
Gregory W. Meeks,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.0,0.0
Gregory W. Meeks,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.0,0.0
Gregory W. Meeks,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.0,0.0
Gregory W. Meeks,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.0,0.0
Gregory W. Meeks,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.0,0.0
Gregory W. Meeks,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.0,0.0
Gregory W. Meeks,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Not voting,0.0,NA
Gregory W. Meeks,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.0,0.0
Gregory W. Meeks,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.0,0.0
Gregory W. Meeks,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.0,0.0
Gregory W. Meeks,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.0,0.0
Gregory W. Meeks,Feb. 1,Repeal of the stream protection rule (228-194),support,Not voting,0.0,NA
Gregory W. Meeks,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Not voting,0.0,NA
Gregory W. Meeks,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.0,0.0
Gregory W. Meeks,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.001,-0.001
Gregory W. Meeks,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.0,0.0
Gregory W. Meeks,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.0,0.0
Tim Walberg,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9940000000000001,0.006
Tim Walberg,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.98,0.02
Tim Walberg,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.965,0.035
Tim Walberg,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.946,0.054000000000000006
Tim Walberg,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.903,0.09699999999999999
Tim Walberg,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.638,0.36200000000000004
Tim Walberg,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.956,0.044000000000000004
Tim Walberg,April 28,Extension of government funding for one week (382-30),support,Yes,0.9329999999999999,0.067
Tim Walberg,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.871,0.129
Tim Walberg,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.987,0.013000000000000001
Tim Walberg,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.998,0.002
Tim Walberg,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.946,0.054000000000000006
Tim Walberg,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.975,0.025
Tim Walberg,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.956,0.044000000000000004
Tim Walberg,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.946,0.054000000000000006
Tim Walberg,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.985,0.015
Tim Walberg,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.9159999999999999,0.084
Tim Walberg,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.981,0.019
Tim Walberg,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.987,0.013000000000000001
Tim Walberg,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.9620000000000001,0.038
Tim Walberg,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.9740000000000001,0.026000000000000002
Tim Walberg,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.975,0.025
Tim Walberg,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.973,0.027000000000000003
Tim Walberg,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.975,0.025
Tim Walberg,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.963,0.037000000000000005
Tim Walberg,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.985,0.015
Tim Walberg,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.977,0.023
Tim Walberg,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.9640000000000001,0.036000000000000004
Tim Walberg,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.958,0.042
Tim Walberg,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.9840000000000001,0.016
Tim Walberg,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.9590000000000001,0.040999999999999995
Tim Walberg,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.9129999999999999,0.087
Tim Walberg,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.986,0.013999999999999999
Stevan Pearce,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.988,0.012
Stevan Pearce,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.924,0.076
Stevan Pearce,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.887,0.113
Stevan Pearce,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.902,0.098
Stevan Pearce,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.773,0.22699999999999998
Stevan Pearce,May 3,The 2017 fiscal year appropriations bill (309-118),support,No,0.679,-0.679
Stevan Pearce,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.866,0.134
Stevan Pearce,April 28,Extension of government funding for one week (382-30),support,No,0.9309999999999999,-0.9309999999999999
Stevan Pearce,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.752,0.248
Stevan Pearce,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.9359999999999999,0.064
Stevan Pearce,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.997,0.003
Stevan Pearce,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.8740000000000001,0.126
Stevan Pearce,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.965,0.035
Stevan Pearce,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.8959999999999999,0.10400000000000001
Stevan Pearce,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.8590000000000001,0.141
Stevan Pearce,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.935,0.065
Stevan Pearce,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.8340000000000001,0.166
Stevan Pearce,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.917,0.083
Stevan Pearce,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.935,0.065
Stevan Pearce,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.88,0.12
Stevan Pearce,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.904,0.096
Stevan Pearce,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.9109999999999999,0.08900000000000001
Stevan Pearce,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.9,0.1
Stevan Pearce,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.9059999999999999,0.094
Stevan Pearce,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.8740000000000001,0.126
Stevan Pearce,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.935,0.065
Stevan Pearce,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.915,0.085
Stevan Pearce,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.88,0.12
Stevan Pearce,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.884,0.11599999999999999
Stevan Pearce,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.93,0.07
Stevan Pearce,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.9159999999999999,0.084
Stevan Pearce,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.807,0.193
Stevan Pearce,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.932,0.068
Adam Kinzinger,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9940000000000001,0.006
Adam Kinzinger,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.981,0.019
Adam Kinzinger,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.9670000000000001,0.033
Adam Kinzinger,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.9470000000000001,0.053
Adam Kinzinger,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.9059999999999999,0.094
Adam Kinzinger,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.637,0.363
Adam Kinzinger,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.958,0.042
Adam Kinzinger,April 28,Extension of government funding for one week (382-30),support,Yes,0.9329999999999999,0.067
Adam Kinzinger,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.8740000000000001,0.126
Adam Kinzinger,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.987,0.013000000000000001
Adam Kinzinger,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.998,0.002
Adam Kinzinger,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.948,0.052000000000000005
Adam Kinzinger,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.975,0.025
Adam Kinzinger,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.9570000000000001,0.043
Adam Kinzinger,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.948,0.052000000000000005
Adam Kinzinger,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.986,0.013999999999999999
Adam Kinzinger,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.9179999999999999,0.08199999999999999
Adam Kinzinger,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.982,0.018000000000000002
Adam Kinzinger,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.988,0.012
Adam Kinzinger,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.963,0.037000000000000005
Adam Kinzinger,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.975,0.025
Adam Kinzinger,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.976,0.024
Adam Kinzinger,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.9740000000000001,0.026000000000000002
Adam Kinzinger,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.976,0.024
Adam Kinzinger,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.965,0.035
Adam Kinzinger,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,Yes,0.986,0.013999999999999999
Adam Kinzinger,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,Yes,0.978,0.022000000000000002
Adam Kinzinger,Feb. 1,Repeal of the stream protection rule (228-194),support,Yes,0.965,0.035
Adam Kinzinger,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,Yes,0.9590000000000001,0.040999999999999995
Adam Kinzinger,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,Yes,0.985,0.015
Adam Kinzinger,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.96,0.04
Adam Kinzinger,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,Yes,0.915,0.085
Adam Kinzinger,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,Yes,0.986,0.013999999999999999
Bill Huizenga,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9940000000000001,0.006
Bill Huizenga,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,Yes,0.982,0.018000000000000002
Bill Huizenga,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,Yes,0.9690000000000001,0.031
Bill Huizenga,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.9490000000000001,0.051
Bill Huizenga,May 4,The American Health Care Act of 2017 (217-213),support,Yes,0.912,0.08800000000000001
Bill Huizenga,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.635,0.365
Bill Huizenga,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,Yes,0.961,0.039
Bill Huizenga,April 28,Extension of government funding for one week (382-30),support,Yes,0.9329999999999999,0.067
Bill Huizenga,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,Yes,0.879,0.121
Bill Huizenga,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.9890000000000001,0.011000000000000001
Bill Huizenga,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.998,0.002
Bill Huizenga,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,Yes,0.951,0.049
Bill Huizenga,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.976,0.024
Bill Huizenga,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.96,0.04
Bill Huizenga,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,Yes,0.951,0.049
Bill Huizenga,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.987,0.013000000000000001
Bill Huizenga,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.9209999999999999,0.079
Bill Huizenga,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.9840000000000001,0.016
Bill Huizenga,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.9890000000000001,0.011000000000000001
Bill Huizenga,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,Yes,0.966,0.034
Bill Huizenga,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,Yes,0.977,0.023
Bill Huizenga,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.978,0.022000000000000002
Bill Huizenga,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,Yes,0.976,0.024
Bill Huizenga,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.978,0.022000000000000002
Bill Huizenga,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,Yes,0.9670000000000001,0.033
